set_id,game,stage,p1char,p2char,winner,stock_diff
40,2016-03-19,Battle of the Five Gods,Armada (2),Loser's Finals,Mango (3),Mango,Match Info
40,2016-04-24,Smash Summit 2,Mango (0),Loser's Semis,Armada (3),Armada,Match Info
40,2016-05-22,Get On My Level 2016,Armada (1),Loser's Quarters,Mango (3),Mango,Match Info
40,2016-07-03,WTFox 2,Mango (3),Winner's Finals,Armada (1),Mango,Match Info
40,2016-07-03,WTFox 2,Mango (3),Grand Finals Set 1,Armada (0),Mango,Match Info
40,2016-10-09,The Big House 6,Mango (3),Grand Finals Set 2,Armada (2),Mango,Match Info
40,2016-10-09,The Big House 6,Armada (3),Grand Finals Set 1,Mango (1),Armada,Match Info
40,2016-10-09,The Big House 6,Armada (2),Winner's Semis,Mango (3),Mango,Match Info
40,2017-01-22,Genesis 4,Mango (1),Winner's Semis,Armada (3),Armada,Match Info
40,2017-01-22,Genesis 4,Armada (3),Grand Finals Set 1,Mango (0),Armada,Match Info
40,2017-05-15,Royal Flush,Mango (3),Grand Finals Set 2,Armada (2),Mango,Match Info
40,2017-05-15,Royal Flush,Armada (3),Winner's Semis,Mango (2),Armada,Match Info
40,2017-05-15,Royal Flush,Armada (2),Grand Finals Set 1,Mango (3),Mango,Match Info
40,2017-07-14,Evo 2017,Armada (3),Winner's Finals,Mango (0),Armada,Match Info
40,2017-07-14,Evo 2017,Armada (3),Grand Finals Set 1,Mango (1),Armada,Match Info
